gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Female,46,37847,Bachelor,719,28,393125,0
Female,43,40299,Bachelor,445,33,199530,0
Female,52,36541,Master,571,29,35949,0
Male,32,47357,High School,316,30,380434,1
Female,20,73628,Bachelor,397,21,161925,0
Male,40,65152,Bachelor,751,24,235803,1
Male,46,27431,Bachelor,542,3,420213,0
Male,51,68061,High School,778,34,171942,1
Female,50,60241,PhD,500,8,63529,0
Female,58,57220,High School,772,25,330515,1
Male,58,39736,High School,478,26,317751,1
Female,40,40851,Master,807,26,456739,0
Female,24,52056,High School,752,17,170186,1
Female,20,41702,High School,569,29,439804,0
Female,49,69689,Bachelor,533,30,317510,0
Male,48,41060,High School,785,2,34871,1
Male,35,20798,PhD,637,28,465713,1
Female,60,30478,Bachelor,747,6,253755,0
Male,24,31430,Bachelor,656,17,238988,1
Female,58,46049,High School,348,15,329428,0
Female,18,53240,High School,795,31,113043,1
Male,31,50807,Bachelor,645,37,403906,1
Male,69,56913,Bachelor,592,24,151240,1
Male,49,46215,Bachelor,449,31,444091,1
Female,23,46746,High School,844,18,253618,1
Male,56,76277,Bachelor,559,2,469210,1
Female,27,68080,High School,621,34,70116,0
Male,24,56124,Bachelor,376,28,490694,1
Male,43,63750,Bachelor,409,10,394230,0
Female,51,21106,High School,846,5,146105,0
Female,47,37661,Bachelor,722,18,340727,1
Female,53,43516,High School,693,36,9902,0
Female,38,37838,Bachelor,534,26,127793,0
Female,34,26813,Bachelor,629,4,399712,1
Female,50,56308,High School,624,25,66263,0
Female,27,70786,Master,450,34,294808,1
Female,68,49807,Bachelor,845,18,309347,0
Male,64,59722,Master,331,16,271726,0
Female,59,49361,High School,571,34,296626,0
Female,68,43375,Master,667,12,433027,0
Male,29,63787,High School,791,13,172216,1
Female,33,28577,Bachelor,615,29,308620,0
Male,58,22048,Master,667,16,299016,1
Male,49,28365,High School,379,36,87754,0
Female,32,62803,High School,471,14,415223,0
Male,44,51308,Bachelor,557,17,186271,1
Female,45,55648,Bachelor,578,13,317860,0
Male,34,75153,Bachelor,803,13,484118,1
Male,63,32549,High School,790,32,100363,1
Male,67,68062,Bachelor,636,37,118195,0
Female,19,44055,High School,820,10,239816,0
Female,53,41774,Master,625,10,169336,1
Male,67,51218,Bachelor,471,25,102143,1
Male,24,53566,Bachelor,383,2,201302,1
Female,30,46841,High School,823,24,294149,1
Female,32,59154,Master,780,16,244831,1
Male,42,51278,Bachelor,843,21,298619,1
Male,40,47010,Master,717,28,415142,1
Female,39,43755,High School,638,25,38683,0
Female,43,53575,Bachelor,619,33,481937,0
Female,50,29650,Bachelor,603,25,81810,0
Female,28,33883,High School,571,8,250841,0
Female,27,44488,Bachelor,413,39,313193,0
Male,42,58173,High School,706,10,366627,1
Female,54,82142,High School,325,6,128045,0
Male,65,47610,High School,536,29,244823,1
Female,60,23386,Bachelor,609,1,236447,0
Male,55,38146,Bachelor,532,29,257790,0
Female,58,59883,Bachelor,848,3,228922,1
Female,62,35445,High School,564,13,447699,0
Male,41,30413,Bachelor,312,12,117177,0
Male,57,59805,Master,795,24,175985,1
Female,63,56973,High School,615,12,459150,0
Female,50,27911,High School,683,12,440710,0
Female,34,36575,Bachelor,615,36,266731,0
Female,41,68670,Bachelor,555,5,297432,0
Female,54,62792,Bachelor,740,25,117880,1
Male,19,32039,Bachelor,414,13,128060,0
Male,49,20166,High School,598,7,96428,0
Female,41,54027,Master,423,23,387944,0
Male,26,45558,Bachelor,555,21,30682,1
Male,21,52726,High School,346,39,72125,1
Male,34,59519,High School,762,38,166881,1
Female,34,35655,Bachelor,649,20,351550,1
Male,67,43517,Bachelor,422,25,256594,0
Female,65,36514,Bachelor,330,9,187814,0
Male,47,37051,PhD,354,12,457800,0
Female,57,58471,High School,452,13,79215,0
Male,28,52161,PhD,755,8,144875,1
Female,38,26555,Bachelor,585,6,319716,0
Female,38,60876,Bachelor,335,38,387040,0
Male,35,44748,Master,555,30,327682,1
Female,46,61567,Bachelor,477,15,375037,0
Female,41,34778,High School,847,7,110518,1
Female,27,36114,Master,553,14,186680,0
Female,62,53775,Bachelor,807,24,48153,1
Female,34,33553,Bachelor,320,37,491402,0
Female,35,45876,Master,374,14,53657,0
Female,59,31848,Bachelor,759,24,145601,1
Female,65,44129,Bachelor,477,6,230606,0
Male,37,49522,Bachelor,681,25,315352,1
Male,54,50228,Bachelor,336,7,80928,0
Female,62,44528,High School,419,17,173337,0
Female,35,55000,Bachelor,300,20,384699,0
Male,34,52216,High School,610,15,140655,1
Male,26,48659,Bachelor,507,2,197298,1
Male,31,40612,Master,453,0,31690,0
Female,66,66023,High School,614,12,408544,0
Male,46,55794,High School,606,31,92174,1
Female,48,34458,High School,803,11,283382,0
Female,21,59733,Bachelor,819,30,437329,1
Male,35,63132,Master,396,1,224563,0
Female,37,48776,Bachelor,789,7,323379,1
Female,64,49773,High School,306,24,157754,1
Female,60,19116,Bachelor,311,4,445658,0
Female,61,37348,Bachelor,813,1,218070,0
Male,26,62655,High School,648,37,133596,1
Male,30,38260,Bachelor,306,38,207260,0
Female,32,47602,High School,799,2,283905,0
Female,44,37120,Bachelor,774,37,231843,1
Male,32,53462,High School,823,21,460404,1
Female,45,55906,High School,356,39,488103,0
Male,54,56307,Master,532,32,260672,0
Female,36,32909,Bachelor,329,31,409392,0
Female,43,51600,High School,666,16,371389,0
Male,69,73648,Master,355,17,455714,0
Male,43,61227,Bachelor,309,2,104450,0
Male,42,51399,High School,446,5,53329,0
Male,43,21035,Bachelor,663,12,292783,1
Female,43,46259,Master,552,30,203824,0
Male,63,74695,Bachelor,552,16,118733,1
Female,45,69779,High School,742,20,425631,0
Male,66,56921,Bachelor,639,15,37657,1
Male,35,39210,Bachelor,815,16,305361,1
Female,49,50784,Master,652,31,350527,1
Male,20,61602,High School,622,0,188694,0
Male,19,64108,Bachelor,439,37,22900,1
Male,50,54689,High School,744,7,16242,1
Male,59,62825,Bachelor,394,0,363753,0
Female,36,49119,PhD,719,1,435407,0
Female,34,48456,High School,813,36,445817,0
Male,61,43116,High School,449,23,69930,1
Male,50,56368,Bachelor,650,26,416126,1
Male,29,65005,Bachelor,415,19,360866,1
Female,66,60626,High School,536,20,130272,0
Female,20,31729,Bachelor,569,36,151050,1
Female,60,32532,Master,590,34,448156,0
Female,66,66554,Bachelor,733,37,388352,1
Male,43,52648,Bachelor,308,14,280750,0
Male,52,53234,High School,774,29,168103,1
Male,25,52896,Master,821,3,12421,1
Female,69,76274,High School,836,38,322873,1
Male,53,43305,High School,310,14,269692,0
Female,24,66749,High School,626,22,12252,0
Female,63,53504,Bachelor,575,14,445840,0
Male,63,25992,Master,669,25,83385,1
Male,53,37627,High School,789,11,468360,1
Male,33,40894,Master,644,17,488843,1
Female,41,66396,Master,667,5,379275,0
Female,18,68409,Bachelor,610,17,388472,0
Male,66,55307,Bachelor,784,23,404961,1
Male,42,42158,High School,314,37,434046,0
Female,27,36335,High School,303,27,305193,0
Male,33,67063,Master,675,14,173602,1
Female,33,30731,Bachelor,668,18,428438,1
Female,25,48441,High School,764,4,265460,0
Male,46,85467,Bachelor,832,3,260519,1
Male,56,42203,Master,436,16,407856,0
Male,45,30924,Bachelor,662,9,169806,0
Male,23,23518,High School,515,11,191300,0
Female,33,86060,Bachelor,667,4,223686,0
Female,37,55229,Bachelor,416,6,396100,0
Female,33,36963,High School,478,22,193779,0
Male,24,47162,High School,545,1,234483,0
Female,58,40055,Bachelor,427,29,421781,0
Male,31,22046,Bachelor,657,36,180126,1
Male,60,61821,High School,377,4,374262,0
Male,43,50507,High School,592,19,320712,1
Male,43,60574,High School,381,25,71045,0
Male,31,50098,High School,641,38,339495,1
Male,24,51968,High School,637,5,112560,1
Female,50,16477,Bachelor,395,28,193719,0
Male,43,63617,Bachelor,444,9,63312,0
Female,62,33675,Bachelor,820,15,47398,0
Female,37,37518,Bachelor,696,33,328009,0
Male,20,42081,High School,656,30,107175,0
Male,69,19119,Bachelor,485,35,125201,1
Male,21,41261,High School,842,4,430624,1
Female,43,40217,High School,450,32,250329,0
Male,28,44332,High School,618,18,224500,0
Female,19,24482,PhD,358,31,200297,0
Male,31,63915,High School,309,22,83812,0
Male,61,55970,Master,423,2,372612,1
Female,47,37039,High School,655,0,401716,0
Female,66,41276,Bachelor,645,35,318495,0
Male,29,62572,Bachelor,536,27,148618,1
Female,43,46137,High School,632,38,189125,0
Female,61,31391,High School,316,4,45526,0
Female,50,48746,PhD,723,12,216650,0
Female,30,33682,Bachelor,623,10,109374,0
Female,31,39381,High School,322,21,253030,0
Male,41,49240,High School,758,22,436369,1
Male,51,65828,Master,759,11,5229,1
Female,61,80349,Master,820,20,449854,1
Male,43,70439,Bachelor,720,18,160797,1
Male,38,48922,High School,702,4,431893,1
Female,45,83860,Master,630,23,213328,1
Male,65,58374,High School,756,29,186201,1
Female,53,35304,Bachelor,782,7,36879,0
Female,57,51418,Bachelor,797,1,480770,1
Male,19,40146,High School,326,33,363798,0
Female,59,31281,Bachelor,696,22,402933,0
Female,26,32386,Master,487,2,482326,0
Female,40,47791,Bachelor,439,23,83771,0
Female,32,61313,High School,820,17,272333,1
Female,30,66023,High School,391,36,394173,0
Male,40,31329,High School,376,30,91859,0
Male,34,45451,High School,543,13,487217,1
Female,65,57298,Bachelor,387,0,237850,0
Female,19,52277,Bachelor,593,13,126383,0
Male,37,60418,High School,394,4,82508,0
Female,37,43479,High School,552,30,372642,1
Male,63,69093,High School,698,30,137937,1
Female,20,49936,Bachelor,353,29,496818,0
Female,29,61365,Bachelor,542,35,126389,0
Female,57,44288,Bachelor,409,0,238101,0
Female,19,50875,Bachelor,520,2,491719,0
Female,53,26059,Bachelor,461,19,402756,0
Female,31,37448,Bachelor,334,20,193513,0
Female,33,46888,High School,336,29,491525,0
Male,36,51500,Bachelor,669,29,244673,1
Male,51,90218,High School,476,4,214072,1
Male,61,44271,High School,820,9,173654,1
Female,63,29350,PhD,574,23,84132,0
Female,23,75537,High School,404,38,256894,0
Female,30,66182,Bachelor,455,5,232993,0
Female,53,32652,Bachelor,635,9,85922,0
Female,39,56978,High School,325,9,418122,0
Female,35,62528,High School,595,24,419018,0
Female,29,52457,Bachelor,836,13,470570,1
Male,69,54887,High School,654,38,69761,1
Female,47,40516,High School,368,12,62276,0
Male,68,57556,PhD,626,10,242538,1
Male,57,42629,Bachelor,450,38,370937,1
Female,24,15000,High School,619,10,109389,0
Female,49,52943,High School,751,15,210645,0
Male,65,24860,Bachelor,411,32,74721,1
Male,36,65202,High School,761,31,41994,1
Female,23,33037,High School,661,9,357160,0
Female,37,15000,Bachelor,502,14,123569,0
Male,44,23460,High School,786,15,12692,1
Female,60,49377,Bachelor,779,26,456612,0
Female,54,52797,Bachelor,303,31,131728,0
Female,65,28810,High School,428,5,418215,0
Male,24,33914,High School,325,35,208413,0
Male,22,49878,Bachelor,326,7,401373,1
Male,28,64583,Bachelor,341,24,433089,1
Female,32,31848,High School,363,6,436160,0
Female,20,55687,High School,324,16,431977,0
Male,22,23919,PhD,371,29,346385,0
Male,40,54738,High School,781,1,352160,1
Male,54,61336,PhD,567,16,234565,1
Female,26,57863,High School,394,3,167750,0
Male,32,64915,High School,694,25,359379,1
Male,20,63916,Bachelor,663,13,490746,1
Female,46,77703,High School,614,7,100106,0
Female,23,51629,High School,416,4,417498,0
Female,34,77748,High School,463,4,453224,0
Male,43,35838,PhD,605,4,279937,1
Female,38,46919,High School,499,26,162614,0
Female,25,48274,Bachelor,479,4,91169,0
Male,38,34358,Bachelor,657,2,438030,1
Female,28,15000,Bachelor,551,37,396073,0
Male,55,63039,Bachelor,598,29,282781,1
Male,25,36050,High School,729,0,90331,1
Female,59,43987,High School,303,7,361202,0
Female,41,73768,High School,553,12,79774,1
Female,52,58581,High School,395,19,397623,0
Female,31,76103,High School,466,5,228757,0
Female,31,51807,High School,630,7,447973,1
Female,27,58332,Master,361,29,376566,0
Male,29,46389,Master,473,39,315323,1
Male,55,37269,High School,552,14,126170,1
Female,61,58276,High School,760,9,490286,0
Male,63,43461,High School,514,32,407472,0
Female,51,59667,High School,538,8,59947,0
Male,58,41442,High School,714,32,398733,1
Male,27,47369,Master,425,8,130334,0
Male,34,48570,High School,552,13,214033,0
Female,34,66154,High School,496,31,92138,0
Male,20,43634,High School,712,36,281820,1
Female,48,67804,PhD,755,5,451175,0
Male,68,36427,Master,353,4,485571,0
Male,18,54047,Bachelor,638,3,408997,0
Male,29,39685,Bachelor,658,15,351336,1
Male,56,66736,High School,450,9,250573,0
Male,21,37720,High School,399,30,367756,0
Female,59,39249,Bachelor,533,30,69758,0
Female,30,31155,Bachelor,843,13,161750,0
Male,51,51545,High School,361,12,468544,1
Male,59,58865,High School,495,3,54962,1
Male,38,57246,Bachelor,841,25,213563,1
Male,39,47836,High School,405,23,312672,0
Female,21,40091,Bachelor,594,8,144340,0
Male,35,45819,High School,750,34,416909,1
Female,22,46392,High School,833,14,111212,1
Male,36,53789,Bachelor,455,23,161673,0
Female,19,52757,Master,705,30,490392,0
Male,29,76095,High School,674,18,206047,1
Male,34,50594,High School,754,1,53139,1
Female,27,55412,High School,501,1,149299,0
Male,51,51071,Bachelor,751,35,310845,1
Male,23,45098,Master,486,36,231125,1
Male,25,55311,High School,667,33,100238,1
Female,68,43690,High School,639,38,76925,0
Male,28,49126,PhD,561,18,329569,0
Male,29,67389,Bachelor,842,37,492327,1
Female,26,42719,Bachelor,605,22,376868,0
Female,19,55810,High School,464,15,50229,0
Female,25,15000,High School,387,5,352622,0
Male,28,47219,Bachelor,499,25,226000,1
Male,53,42618,Bachelor,570,21,480981,1
Male,27,51803,Bachelor,350,23,292412,0
Female,38,46456,High School,788,39,475992,1
Male,37,52122,Bachelor,497,20,67448,1
Male,65,44320,Master,322,29,494752,0
Female,25,55795,Master,522,10,202940,0
Female,53,24280,High School,520,8,409445,0
Female,46,51671,Bachelor,565,11,312436,0
Female,59,35943,Bachelor,372,25,11300,0
Female,29,67517,Master,376,37,219266,0
Male,31,35701,Bachelor,843,2,44934,1
Female,65,64928,PhD,734,32,161892,1
Male,67,49827,PhD,364,14,333017,1
Male,38,22568,High School,656,4,434278,0
Female,39,36855,Bachelor,317,23,231514,0
Female,38,62717,Bachelor,735,10,447704,0
Female,61,61865,High School,740,32,411661,1
Male,67,30509,High School,308,22,6867,0
Female,47,73442,High School,769,9,99117,0
Female,56,49631,Bachelor,647,27,487050,1
Female,37,63272,High School,671,38,464246,0
Female,41,31822,Master,474,16,140714,0
Female,40,43160,Bachelor,814,25,397374,0
Male,24,56238,Bachelor,429,24,107190,0
Male,26,45302,High School,592,35,13352,1
Male,18,15000,Bachelor,652,11,138108,1
Female,43,47138,Bachelor,523,2,200164,0
Female,55,20529,High School,823,28,19722,0
Female,55,33939,Master,808,23,315468,1
Male,61,28956,Bachelor,667,18,152258,1
Female,39,66988,High School,799,12,326229,0
Female,61,71695,Master,389,15,375147,0
Female,27,55123,High School,371,39,395645,0
Male,23,46548,Bachelor,732,26,485219,1
Female,34,50425,Bachelor,647,5,254320,0
Male,68,66977,High School,562,9,96487,1
Female,67,20248,Bachelor,570,37,194969,0
Male,55,33873,Bachelor,808,7,269425,1
Male,41,65060,Bachelor,807,17,101231,1
Male,68,68184,High School,719,31,264965,1
Female,27,58845,High School,371,16,441044,0
Female,25,34325,High School,373,1,399817,0
Male,38,64843,PhD,802,19,443003,1
Male,23,70421,High School,445,9,377120,0
Female,38,60773,Bachelor,345,8,399515,0
Female,56,15000,Master,404,38,63054,0
Male,41,51868,Bachelor,408,24,413010,0
Female,50,58778,Master,616,24,362828,0
Female,35,42265,PhD,420,23,118052,0
Female,45,52800,High School,798,5,493465,0
Female,69,42298,High School,342,29,189391,0
Male,49,37076,High School,398,9,152098,0
Female,29,72658,High School,610,38,363777,1
Female,65,53226,Bachelor,513,30,416646,0
Male,59,33410,High School,762,17,446001,1
Male,44,29350,Bachelor,722,32,106185,1
Female,27,37085,High School,688,18,420074,0
Female,63,37166,High School,411,22,383649,0
Female,69,52197,Bachelor,571,4,351262,0
Female,59,57283,High School,401,25,401548,0
Male,49,57267,Bachelor,509,28,169943,1
Male,59,38748,PhD,321,23,466929,1
Male,43,63809,Bachelor,458,5,164242,1
Female,42,68417,High School,642,38,114970,1
Female,28,46100,Master,699,3,68455,0
Female,40,34518,High School,753,25,494355,1
Female,51,51504,Bachelor,442,14,105481,0
Male,69,82401,High School,696,12,222493,1
Male,57,34125,High School,835,39,305953,1
Female,40,42107,PhD,440,21,100264,0
Male,46,50861,High School,539,12,210335,1
Female,48,58124,Master,591,38,347212,0
Female,24,20216,High School,381,16,44828,0
Male,57,69588,Master,470,35,358325,0
Female,50,69384,PhD,825,38,50329,1
Female,38,43628,Bachelor,841,24,199278,0
Male,19,90599,Bachelor,409,33,160780,1
Female,35,68415,Bachelor,511,20,480399,1
Female,64,67616,Master,737,24,283100,0
Male,50,67813,High School,621,24,220044,1
Female,54,67380,Bachelor,383,21,330900,0
Male,51,49671,High School,675,22,108250,1
Female,37,48185,High School,352,24,347748,0
Male,52,35846,High School,795,13,92745,1
Male,68,41339,Bachelor,555,13,215340,1
Male,67,45336,Master,519,25,67809,0
Female,35,50981,High School,399,39,92964,0
Male,63,73974,Bachelor,428,29,9089,0
Male,41,18462,Bachelor,518,25,297932,1
Male,25,70174,Bachelor,776,37,97959,1
Male,47,34821,Master,757,21,496877,1
Male,61,48432,High School,321,38,84535,1
Female,27,39134,High School,628,38,255180,1
Female,40,77814,High School,779,33,79478,1
Female,69,42500,Master,638,24,414056,1
Female,66,57821,PhD,478,35,139322,0
Female,28,58599,High School,720,12,263303,1
Female,19,32599,High School,781,28,60714,1
Female,43,48548,Bachelor,348,8,203866,0
Male,53,68064,Bachelor,329,14,243478,0
Female,50,36901,Bachelor,384,30,254570,0
Male,64,62434,PhD,801,26,497103,1
Male,30,45033,Master,845,30,352502,1
Female,57,67454,Master,628,9,259528,0
Male,42,76212,Bachelor,733,36,347181,1
Male,21,19882,High School,548,6,60509,0
Male,59,29927,Bachelor,433,31,277912,1
Male,36,43422,Bachelor,664,10,391895,1
Female,35,71981,High School,724,27,69684,1
Female,54,57986,High School,714,3,489480,0
Female,47,31328,Bachelor,811,30,387978,0
Female,36,60183,Bachelor,684,28,386822,1
Female,40,36293,Bachelor,687,32,446215,0
Female,33,63057,High School,748,3,23167,1
Female,18,58084,Bachelor,602,25,186317,0
Female,29,36228,High School,398,30,261051,0
Female,41,49010,Bachelor,605,30,222524,1
Female,51,68370,Bachelor,341,26,315649,0
Male,25,21619,Master,767,24,272261,1
Female,35,54516,Bachelor,739,35,307850,0
Male,65,33396,Bachelor,626,30,266870,1
Male,22,49757,Bachelor,332,36,408549,0
Male,43,56866,Bachelor,711,22,233910,1
Male,47,80197,High School,413,34,282066,1
Female,30,49605,Bachelor,807,3,351197,1
Male,36,71982,Bachelor,355,27,62861,0
Female,46,37392,Bachelor,651,12,423533,0
Female,20,42574,High School,628,0,207728,0
Male,43,58805,Master,845,11,7477,1
Female,57,53026,High School,569,39,354022,0
Male,29,45073,High School,495,25,273281,0
Male,19,44667,PhD,712,22,302788,0
Female,28,69999,Master,378,21,103346,1
Female,61,45673,High School,382,27,133823,0
Male,45,34687,Master,436,16,436813,0
Female,35,37176,High School,838,5,254201,0
Female,30,60048,Bachelor,605,13,144667,0
Female,54,83847,Bachelor,610,16,161974,0
Male,39,42140,Bachelor,687,37,51261,0
Male,29,82229,Bachelor,848,4,375856,1
Female,19,49837,High School,805,12,93266,1
Female,54,45802,High School,687,8,372297,0
Female,24,36345,Bachelor,592,25,404902,0
Female,43,47029,High School,478,12,179181,0
Female,43,38657,PhD,728,18,68039,0
Male,41,37454,Bachelor,823,16,64737,1
Female,29,25219,High School,611,15,187874,0
Male,33,76491,Bachelor,379,29,361793,1
Female,40,65965,High School,313,31,255105,0
Male,57,54074,High School,353,13,233534,0
Female,26,47839,Bachelor,746,14,217269,1
Male,49,49916,PhD,364,11,55029,1
Female,32,38346,Bachelor,671,36,301798,1
Male,54,32992,High School,802,10,202911,1
Male,30,60761,Bachelor,395,4,449108,1
Male,22,46066,High School,832,10,350176,1
Male,28,54886,High School,559,33,463152,1
Male,27,25063,Master,547,18,224032,0
Male,69,45268,PhD,426,25,77988,0
Female,30,32699,High School,798,25,396838,0
Male,58,57260,Bachelor,345,16,293618,1
Female,63,64929,PhD,567,30,437102,1
Female,67,71895,High School,841,18,102409,0
Female,32,40565,High School,393,19,242815,0
Female,59,33081,Master,615,22,126483,0
Female,24,43721,Bachelor,370,24,257804,0
Male,57,39510,High School,748,27,19426,1
Male,45,56468,High School,666,36,431551,1
Male,49,28958,High School,709,11,131689,1
Female,52,23684,Bachelor,390,0,35541,0
Male,32,44803,Bachelor,808,1,387790,1
Male,65,60897,Bachelor,827,9,342060,1
Male,53,34588,Bachelor,409,33,392619,0
Male,38,62736,High School,388,31,235729,0
Male,23,55480,High School,571,24,344484,1
Female,18,73201,High School,546,9,248791,0
Male,21,37966,Master,660,0,96092,1
Female,28,25902,Bachelor,677,31,141037,0
Female,61,58978,High School,505,36,463920,0
Female,43,54198,Bachelor,644,11,127400,0
Female,54,53037,Master,754,17,180196,0
Female,40,34282,Bachelor,366,29,466423,0
Male,46,61627,High School,342,12,414978,0
Male,38,40498,High School,528,2,428120,0
Male,65,53030,High School,743,20,334612,1
Female,62,43106,Master,533,13,19213,0
Male,62,55315,Bachelor,498,39,169033,1
Male,66,32073,Bachelor,796,9,291983,1
Female,44,57495,Master,331,1,428158,0
Female,56,59863,PhD,563,36,297469,0
Female,57,51739,High School,412,10,96583,0
Female,30,74658,High School,758,0,15207,1
Male,40,53107,Bachelor,575,25,363115,1
Female,33,63781,High School,445,12,468368,0
Female,47,51386,Bachelor,656,27,108318,1
Male,21,62440,Master,305,35,209486,0
Male,57,27000,Bachelor,639,20,413030,1
Female,33,50494,High School,793,9,284828,0
Male,48,33095,High School,407,11,172040,0
Female,59,52106,High School,370,26,270517,0
Female,42,55762,Master,639,2,95685,0
Male,61,62112,High School,399,27,113033,1
Male,29,57348,High School,626,1,366831,0
Female,43,44947,High School,332,27,20178,0
Female,54,38696,PhD,442,30,293100,0
Female,65,15000,Bachelor,543,20,385369,0
Male,50,51032,Master,516,6,462899,1
Female,45,67067,Bachelor,733,30,45692,1
Female,26,51625,Bachelor,353,13,49119,0
Female,29,48728,High School,450,38,358779,0
Female,22,52145,High School,354,38,9991,0
Female,69,44184,Bachelor,816,8,272346,0
Male,45,52924,Master,747,22,132492,1
Female,52,43925,High School,334,11,287460,0
Female,22,36516,High School,418,28,34695,0
Female,51,48870,Bachelor,496,37,401838,0
Female,63,48543,High School,813,38,458953,1
Male,51,78127,Bachelor,721,21,382296,1
Male,30,37914,High School,816,3,324276,1
Male,56,47608,High School,438,6,268754,0
Female,59,46150,High School,343,39,439788,0
Female,62,43284,Bachelor,518,7,131092,0
Male,65,57696,Bachelor,557,34,415204,0
Male,31,83569,High School,812,8,100862,1
Male,28,45187,Master,676,12,258727,1
Female,59,57738,High School,588,38,202228,0
Female,55,21314,High School,769,19,413551,1
Male,21,44097,Bachelor,402,20,269746,0
Male,50,73328,High School,448,18,359439,0
Male,24,49175,Bachelor,383,1,322769,0
Female,58,57535,PhD,325,39,352864,0
Female,25,40658,Bachelor,474,29,241474,0
Female,54,53863,Bachelor,721,22,486674,0
Male,68,74491,Bachelor,645,39,496675,1
Male,27,32598,High School,601,12,373608,1
Female,60,82798,Bachelor,597,32,348078,0
Male,32,26810,High School,434,31,229537,0
Female,55,42717,PhD,354,27,197327,0
Male,32,37461,High School,355,23,196333,0
Male,22,45913,Bachelor,673,27,20903,1
Male,46,37266,Master,638,29,409525,1
Male,36,36129,Bachelor,756,28,433699,1
Female,68,32198,PhD,654,33,238715,0
Male,27,59660,Bachelor,431,21,13070,1
Female,29,46430,High School,792,24,388522,0
Female,21,42507,Master,409,13,38217,0
Female,48,54233,High School,425,9,396445,0
Male,35,27580,High School,595,9,362105,0
Female,33,54595,Bachelor,478,7,263453,0
Female,57,48593,Bachelor,496,13,66305,0
Female,53,49054,Master,400,37,20106,0
Male,42,57787,PhD,482,31,300981,1
Male,40,74652,Master,308,31,271161,0
Female,29,54844,High School,712,2,34420,0
Male,51,47001,Bachelor,403,19,491919,0
Female,53,32260,Bachelor,425,12,368267,0
Female,54,15000,PhD,845,22,280726,0
Male,20,51918,High School,569,18,84403,1
Female,26,31105,High School,765,15,482421,0
Male,35,15000,Master,417,35,473979,0
Male,60,44736,High School,391,34,374830,0
Female,52,53592,Bachelor,784,6,186623,0
Male,51,61164,High School,386,36,348627,0
Male,58,65918,Bachelor,533,7,344612,1
Female,31,63135,Bachelor,423,24,253008,0
Female,21,63538,High School,502,22,147057,0
Male,46,27978,Bachelor,331,9,404591,0
Male,58,47756,High School,656,29,282949,1
Female,62,58697,High School,762,32,22107,1
Male,67,50695,High School,393,10,178473,1
Male,32,47672,Bachelor,821,34,78071,1
Male,45,50421,High School,707,26,435804,1
Male,59,53683,Bachelor,399,2,414686,0
Male,33,48846,Bachelor,543,7,160153,0
Male,29,37305,Bachelor,357,12,11846,0
Male,69,24457,Bachelor,656,2,249531,1
Female,22,46939,Bachelor,790,19,336829,0
Female,51,50862,High School,619,34,252511,1
Female,59,50698,Bachelor,318,12,237796,0
Female,18,64293,High School,656,19,297069,1
Female,56,66959,Master,416,23,321133,1
Male,49,48439,Master,435,8,380477,0
Male,43,48547,High School,595,29,253243,1
Male,34,58596,Bachelor,824,24,73748,1
Male,65,56398,Master,400,15,250023,0
Female,44,43361,High School,679,7,467674,1
Male,41,59885,Bachelor,454,27,363224,0
Male,52,47804,High School,404,11,364745,0
Female,63,48123,Bachelor,825,23,183769,0
Male,59,56504,Master,427,28,359745,1
Male,56,45482,Bachelor,700,14,289838,1
Female,43,51420,Bachelor,828,17,142114,1
Male,66,54463,Master,849,6,144085,1
Male,55,62257,Bachelor,423,12,36285,1
Male,40,61222,Bachelor,659,18,47446,1
Male,39,54005,Bachelor,363,4,319823,0
Male,21,15000,Bachelor,401,25,357328,0
Female,66,53650,Master,576,1,456284,0
Female,26,55968,PhD,526,32,8754,1
Female,21,59013,Bachelor,322,36,278331,0
Female,24,35659,Bachelor,363,24,435349,0
Female,40,18168,High School,456,24,259170,0
Female,19,62092,Master,689,38,381455,1
Male,66,31632,Bachelor,448,29,71082,1
Female,41,68332,Bachelor,662,3,434713,0
Female,57,41320,High School,763,18,110654,0
Male,48,34592,Master,698,26,116693,1
Male,64,55244,High School,704,38,249019,1
Female,48,59242,High School,431,23,453252,0
Male,64,58348,Bachelor,496,36,446671,1
Female,57,57524,Bachelor,334,24,367416,0
Male,65,39383,High School,719,28,232207,1
Female,68,27096,Bachelor,676,30,9516,0
Male,60,44155,High School,698,34,333939,1
Male,51,32814,High School,519,27,248521,1
Female,41,56488,High School,816,37,28376,1
Female,66,63113,Master,641,3,356820,0
Female,43,52590,High School,715,27,89853,1
Female,33,49985,High School,755,30,335189,1
Female,64,45343,Bachelor,596,22,49968,0
Male,30,64705,Bachelor,630,13,410480,0
Female,32,22542,Bachelor,638,27,394704,0
Female,44,31907,Master,597,13,154018,0
Male,21,77400,Master,611,0,429851,1
Male,33,31175,High School,354,31,211885,0
Female,47,57965,Bachelor,833,17,31365,1
Male,61,61051,Bachelor,404,4,160531,0
Male,47,21106,High School,474,14,331057,1
Female,53,23985,High School,593,15,467421,0
Male,20,68970,Bachelor,674,35,101100,1
Male,39,35405,High School,749,35,482617,1
Female,66,35815,PhD,744,39,61350,1
Female,39,42186,Bachelor,359,29,21588,0
Male,67,35442,High School,691,37,151112,1
Male,67,57894,High School,689,22,153197,1
Female,66,32269,PhD,511,10,264252,0
