gender,age,education_level,income,employment_status,city,credit_score,experience_years,loan_amount,hired,loan_approved
Female,38,High School,,Employed,Metropolis,480.0,11,53364,No,Yes
Male,28,Bachelors,170401.0,Employed,Metropolis,,7,43247,Yes,Yes
Female,29,Bachelors,83105.0,Self-Employed,Gotham,769.0,10,47660,Yes,Yes
Male,52,Bachelors,93436.0,Employed,Gotham,377.0,24,80728,Yes,No
Female,33,Bachelors,158379.0,Self-Employed,Metropolis,711.0,15,99478,Yes,Yes
Male,52,Bachelors,160705.0,Employed,Metropolis,680.0,30,82633,Yes,Yes
Female,40,Masters,122635.0,Employed,Star City,612.0,24,43867,Yes,No
Female,31,Masters,99579.0,Self-Employed,Gotham,694.0,12,54722,No,Yes
Female,33,Masters,44242.0,Employed,Gotham,842.0,11,24302,Yes,Yes
Male,41,Bachelors,128901.0,Employed,Gotham,303.0,19,56417,Yes,No
Female,58,PhD,155056.0,Unemployed,Metropolis,408.0,36,54337,Yes,No
Male,28,PhD,188205.0,Employed,Central City,392.0,13,92836,Yes,Yes
Female,35,Bachelors,185812.0,Employed,Gotham,398.0,15,47512,Yes,No
Male,32,Bachelors,130628.0,Employed,Metropolis,491.0,8,20401,Yes,Yes
Male,28,Bachelors,60976.0,Employed,Gotham,632.0,8,69415,No,No
Male,50,High School,41231.0,Self-Employed,Metropolis,511.0,29,85087,No,No
Male,31,Bachelors,164400.0,Unemployed,Metropolis,506.0,7,60459,Yes,Yes
Male,50,Bachelors,55261.0,Employed,Central City,655.0,24,28605,Yes,Yes
Male,30,Bachelors,55262.0,Employed,Star City,552.0,12,66626,Yes,No
Male,57,Bachelors,164352.0,Self-Employed,Metropolis,,33,47742,No,Yes
Female,31,Bachelors,,Employed,Metropolis,561.0,7,21013,Yes,Yes
Female,40,PhD,33590.0,Employed,Star City,621.0,20,55285,Yes,No
Male,52,Bachelors,146726.0,Employed,Metropolis,719.0,27,84430,Yes,Yes
Male,38,Masters,117542.0,Unemployed,Gotham,797.0,16,26501,No,Yes
Male,30,High School,43570.0,Unemployed,Gotham,631.0,6,95183,Yes,No
Male,54,High School,39533.0,Employed,Gotham,595.0,21,14667,No,Yes
Female,55,Bachelors,155890.0,Self-Employed,Star City,535.0,34,91036,No,Yes
Female,45,Bachelors,174438.0,Employed,Star City,306.0,24,33182,No,No
Male,30,High School,143819.0,Employed,Central City,833.0,9,38784,Yes,Yes
Male,28,Bachelors,106368.0,Unemployed,Metropolis,371.0,0,50426,Yes,No
Male,37,Bachelors,189397.0,Employed,Star City,799.0,9,85095,No,Yes
Female,40,Masters,64798.0,Employed,Metropolis,438.0,22,67199,No,No
Female,27,Bachelors,52849.0,Employed,Metropolis,685.0,5,57576,Yes,Yes
Male,32,Masters,167229.0,Employed,Metropolis,841.0,2,38910,Yes,Yes
Male,33,Bachelors,141972.0,Employed,Gotham,623.0,11,64596,No,Yes
Female,34,Masters,191250.0,Employed,Metropolis,372.0,5,30187,Yes,Yes
Female,33,Bachelors,59030.0,Self-Employed,Star City,688.0,8,62907,No,No
Male,42,Masters,156026.0,Self-Employed,Gotham,537.0,21,63634,Yes,No
Male,31,PhD,150398.0,Employed,Metropolis,621.0,10,12169,No,No
Male,41,PhD,95729.0,Employed,Star City,640.0,23,80955,Yes,Yes
Female,57,High School,38164.0,Employed,Star City,604.0,36,75220,No,No
Male,49,Masters,31119.0,Employed,Gotham,307.0,29,43330,Yes,Yes
Male,45,High School,43351.0,Employed,Metropolis,506.0,21,81996,Yes,No
Female,26,PhD,102076.0,Employed,Star City,710.0,0,95920,Yes,Yes
Male,58,Bachelors,75162.0,Employed,Star City,557.0,36,83747,No,No
Female,33,Bachelors,61760.0,Employed,Metropolis,345.0,15,30344,Yes,No
Male,56,High School,119074.0,Employed,Metropolis,425.0,37,85051,Yes,Yes
Male,23,Bachelors,149567.0,Employed,Gotham,320.0,0,13541,No,No
Female,30,Masters,59738.0,Employed,Star City,469.0,7,45925,Yes,No
Male,43,PhD,76921.0,Employed,Metropolis,843.0,17,65013,Yes,Yes
Female,26,Masters,152448.0,Employed,Metropolis,715.0,8,21932,Yes,Yes
Male,33,Masters,91068.0,Employed,Star City,754.0,17,16548,No,Yes
Male,22,Masters,53581.0,Employed,Metropolis,505.0,1,66273,Yes,Yes
Female,43,Bachelors,125672.0,Employed,Central City,632.0,14,76850,Yes,No
Male,59,High School,51485.0,Employed,Metropolis,320.0,39,40617,No,No
Female,40,High School,66294.0,Employed,Gotham,364.0,24,28810,No,No
Male,37,Bachelors,83001.0,Employed,Metropolis,387.0,10,92859,Yes,Yes
Male,52,Bachelors,162706.0,Employed,Central City,778.0,33,18429,Yes,Yes
Male,24,High School,73969.0,Self-Employed,Star City,342.0,1,83912,Yes,Yes
Male,44,Bachelors,30093.0,Employed,Central City,440.0,26,83423,Yes,No
Female,39,Bachelors,58370.0,Employed,Gotham,673.0,12,44553,No,No
Female,47,PhD,49750.0,Unemployed,Metropolis,815.0,23,52408,No,No
Male,34,Bachelors,46472.0,Employed,Metropolis,799.0,5,83026,Yes,Yes
Male,39,Bachelors,48934.0,Employed,Gotham,578.0,18,57704,No,Yes
Female,24,Bachelors,69125.0,Employed,Gotham,625.0,4,60533,No,Yes
Female,44,Bachelors,69103.0,Employed,Central City,717.0,23,75897,No,No
Male,24,High School,118705.0,Employed,Metropolis,607.0,0,35091,Yes,Yes
Male,46,Bachelors,86543.0,Employed,Star City,606.0,22,34905,Yes,Yes
Male,48,High School,178010.0,Employed,Central City,769.0,24,98332,No,No
Female,48,Bachelors,107492.0,Unemployed,Metropolis,483.0,29,13141,Yes,No
Male,46,Bachelors,88024.0,Employed,Star City,590.0,18,64790,No,No
Male,45,Bachelors,56207.0,Employed,Gotham,548.0,21,95659,Yes,Yes
Female,29,Masters,79354.0,Employed,Star City,623.0,1,56010,Yes,Yes
Male,30,Bachelors,198382.0,Employed,Metropolis,742.0,6,92212,No,Yes
Male,58,Bachelors,78960.0,Self-Employed,Metropolis,358.0,35,48173,No,Yes
Male,51,Bachelors,91262.0,Employed,Metropolis,568.0,37,26743,Yes,No
Male,40,Masters,,Employed,Central City,617.0,15,11609,No,Yes
Male,37,Bachelors,174475.0,Employed,Star City,393.0,19,44128,Yes,No
Male,45,Masters,174137.0,Employed,Metropolis,553.0,16,10623,Yes,No
Male,42,Masters,187873.0,Employed,Central City,759.0,20,44333,Yes,Yes
Female,57,Bachelors,138182.0,Unemployed,Gotham,814.0,35,44688,No,Yes
Female,27,Bachelors,129132.0,Employed,Star City,832.0,7,66698,No,Yes
Female,26,Bachelors,190302.0,Employed,Metropolis,403.0,1,32871,No,No
Male,35,High School,102706.0,Employed,Metropolis,701.0,9,72693,Yes,Yes
Male,25,High School,,Unemployed,Gotham,632.0,0,96633,Yes,No
Male,29,Bachelors,72517.0,Self-Employed,Metropolis,392.0,8,32303,Yes,No
Male,45,Bachelors,193727.0,Employed,Gotham,841.0,20,99849,No,Yes
Male,32,Bachelors,159282.0,Employed,Gotham,736.0,14,84302,No,Yes
Female,38,Masters,75984.0,Employed,Metropolis,309.0,18,44769,Yes,Yes
Male,42,Bachelors,172121.0,Employed,Metropolis,755.0,24,75932,No,No
Male,47,PhD,102321.0,Employed,Central City,714.0,21,64827,Yes,Yes
Male,48,PhD,151854.0,Employed,Metropolis,817.0,26,53668,Yes,Yes
Female,37,PhD,165727.0,Employed,Metropolis,674.0,15,80033,No,Yes
Male,47,Masters,120638.0,Employed,Gotham,830.0,23,44279,Yes,Yes
Female,54,Bachelors,98972.0,Employed,Gotham,823.0,36,20285,No,Yes
Male,52,High School,51432.0,Employed,Star City,672.0,33,72126,No,Yes
Female,27,Bachelors,95896.0,Employed,Star City,738.0,13,55209,Yes,Yes
Female,29,Bachelors,135035.0,Employed,Metropolis,494.0,9,71700,Yes,No
Male,28,Masters,43750.0,Employed,Metropolis,564.0,13,12692,No,Yes
Male,55,PhD,57987.0,Self-Employed,Star City,806.0,40,57390,Yes,Yes
Male,35,Bachelors,132995.0,Employed,Central City,725.0,11,77568,No,Yes
Male,37,Bachelors,56165.0,Self-Employed,Gotham,398.0,9,49756,Yes,No
Female,30,Bachelors,54346.0,Employed,Metropolis,329.0,14,96654,No,No
Female,31,High School,33514.0,Employed,Metropolis,590.0,11,17639,No,No
Female,38,Bachelors,54838.0,Self-Employed,Metropolis,786.0,18,58761,No,Yes
Female,33,Bachelors,57559.0,Employed,Star City,705.0,9,75169,No,Yes
Male,27,Masters,131223.0,Employed,Metropolis,327.0,6,79788,Yes,No
Male,40,Bachelors,89207.0,Employed,Metropolis,445.0,22,47477,Yes,No
Female,50,PhD,46385.0,Self-Employed,Gotham,587.0,30,86204,No,Yes
Male,27,Masters,179389.0,Employed,Gotham,551.0,2,61060,No,No
Female,46,Masters,161465.0,Employed,Gotham,461.0,30,80613,No,Yes
Male,45,Bachelors,54881.0,Employed,Gotham,409.0,23,76811,No,No
Male,46,Masters,141761.0,Employed,Star City,697.0,26,42562,Yes,Yes
Female,37,Masters,189027.0,Employed,Metropolis,570.0,18,95843,Yes,No
Male,37,Bachelors,88308.0,Employed,Gotham,487.0,23,27000,No,No
Female,27,Bachelors,140515.0,Employed,Metropolis,831.0,6,24092,Yes,Yes
Female,58,PhD,102031.0,Employed,Metropolis,575.0,35,40254,No,Yes
Female,42,High School,135257.0,Employed,Gotham,546.0,27,13671,No,Yes
Female,25,Bachelors,116973.0,Self-Employed,Gotham,623.0,7,69562,No,Yes
Female,55,Bachelors,,Self-Employed,Star City,317.0,34,28095,No,No
Female,49,Masters,162785.0,Employed,Gotham,707.0,27,76878,Yes,Yes
Male,59,Masters,50428.0,Employed,Star City,710.0,29,47520,No,Yes
Male,49,Bachelors,92160.0,Self-Employed,Gotham,424.0,26,47700,No,No
Female,38,Bachelors,110729.0,Employed,Gotham,,10,43791,No,Yes
Male,35,PhD,90843.0,Employed,Gotham,452.0,2,49733,Yes,Yes
Male,28,Masters,184075.0,Self-Employed,Metropolis,319.0,3,92653,No,No
Male,43,Masters,110169.0,Employed,Metropolis,546.0,15,51357,Yes,Yes
Female,22,Bachelors,124764.0,Employed,Gotham,689.0,0,37662,Yes,Yes
Female,50,Bachelors,56730.0,Employed,Metropolis,646.0,29,84696,No,No
Male,52,Bachelors,144082.0,Self-Employed,Gotham,775.0,32,75997,No,Yes
Female,51,Masters,102981.0,Employed,Gotham,502.0,28,34713,No,Yes
Female,36,Bachelors,95573.0,Self-Employed,Central City,308.0,8,27145,Yes,Yes
Female,39,Bachelors,189941.0,Employed,Star City,830.0,16,35438,No,Yes
Female,56,High School,61076.0,Employed,Metropolis,402.0,29,39452,No,Yes
Female,51,Bachelors,156283.0,Employed,Gotham,545.0,34,76128,No,Yes
Male,55,Masters,55094.0,Employed,Metropolis,618.0,32,81232,No,Yes
Female,32,High School,187889.0,Employed,Metropolis,650.0,5,66973,Yes,Yes
Male,48,Masters,40555.0,Employed,Star City,533.0,21,94267,Yes,No
Female,45,PhD,100656.0,Self-Employed,Metropolis,336.0,23,27830,Yes,Yes
Female,56,Bachelors,158061.0,Employed,Metropolis,644.0,34,78342,Yes,Yes
Male,29,Masters,151432.0,Employed,Central City,591.0,6,57988,Yes,No
Male,39,PhD,165787.0,Employed,Star City,316.0,20,66602,Yes,No
Female,34,PhD,160694.0,Employed,Star City,389.0,8,78861,No,No
Male,45,Bachelors,64162.0,Employed,Star City,647.0,27,49415,No,Yes
Female,44,Bachelors,131173.0,Employed,Star City,743.0,21,95676,No,No
Male,33,Bachelors,127858.0,Self-Employed,Metropolis,552.0,14,31781,Yes,Yes
Male,51,Masters,131980.0,Employed,Gotham,483.0,26,18993,No,Yes
Female,52,Masters,156652.0,Employed,Gotham,589.0,33,50840,No,Yes
Female,49,Masters,68458.0,Employed,Metropolis,514.0,23,90689,Yes,Yes
Female,43,Bachelors,134122.0,Employed,Star City,457.0,27,20549,Yes,No
Male,49,Bachelors,128538.0,Employed,Gotham,692.0,26,54217,Yes,Yes
Female,34,Bachelors,164212.0,Employed,Metropolis,319.0,10,21487,Yes,No
Female,46,Bachelors,141201.0,Self-Employed,Metropolis,770.0,19,84323,No,Yes
Female,28,Masters,178455.0,Employed,Metropolis,730.0,6,44815,Yes,Yes
Female,27,Bachelors,178790.0,Employed,Star City,367.0,4,45196,No,Yes
Female,45,Bachelors,117008.0,Employed,Gotham,376.0,17,48207,Yes,No
Male,40,Bachelors,182935.0,Employed,Gotham,401.0,15,75666,No,Yes
Male,40,Bachelors,41377.0,Employed,Gotham,506.0,10,29451,Yes,Yes
Female,57,Bachelors,113031.0,Employed,Gotham,512.0,30,95271,No,Yes
Male,30,High School,154403.0,Employed,Star City,378.0,7,12332,Yes,No
Female,57,Bachelors,175942.0,Employed,Gotham,412.0,36,10736,No,Yes
Male,59,High School,87487.0,Employed,Central City,432.0,35,46615,No,Yes
Female,50,Bachelors,180372.0,Self-Employed,Central City,496.0,29,60450,No,No
Female,45,Masters,97639.0,Employed,Central City,324.0,19,93011,No,No
Male,26,Bachelors,120731.0,Self-Employed,Gotham,771.0,5,10232,No,No
Male,47,Masters,154766.0,Self-Employed,Central City,842.0,24,59373,Yes,Yes
Male,35,Masters,133429.0,Unemployed,Gotham,589.0,12,67796,Yes,No
Female,50,Bachelors,,Self-Employed,Star City,555.0,27,48523,No,Yes
Female,27,PhD,163993.0,Employed,Central City,505.0,2,63551,Yes,Yes
Male,28,High School,160904.0,Unemployed,Central City,774.0,0,76471,No,No
Female,58,Masters,100270.0,Self-Employed,Star City,367.0,31,81269,No,Yes
Male,39,PhD,115293.0,Self-Employed,Gotham,514.0,11,34514,Yes,No
Male,44,Masters,60328.0,Employed,Metropolis,721.0,21,17567,Yes,Yes
Female,59,Bachelors,53138.0,Unemployed,Metropolis,838.0,39,10364,Yes,No
Male,22,Bachelors,173166.0,Employed,Star City,761.0,5,42378,No,No
Male,25,Bachelors,39028.0,Employed,Metropolis,754.0,1,18647,Yes,Yes
Male,56,Masters,176504.0,Employed,Gotham,600.0,33,36339,No,No
Male,44,Masters,73819.0,Employed,Gotham,587.0,29,89152,Yes,No
Male,48,Bachelors,118627.0,Unemployed,Gotham,301.0,24,24840,No,No
Male,47,Bachelors,35312.0,Employed,Central City,319.0,22,55383,No,No
Female,29,Masters,55973.0,Employed,Gotham,776.0,6,21924,No,Yes
Male,37,Bachelors,132126.0,Self-Employed,Star City,790.0,13,95311,No,Yes
Male,24,Masters,190045.0,Employed,Gotham,556.0,0,59887,Yes,No
Male,53,Masters,74390.0,Employed,Star City,752.0,25,57564,No,Yes
Male,26,High School,177171.0,Employed,Metropolis,737.0,10,95526,No,Yes
Female,41,Masters,79956.0,Employed,Metropolis,697.0,21,60619,Yes,Yes
Female,35,Bachelors,129379.0,Employed,Central City,452.0,19,42647,No,Yes
Male,53,Bachelors,,Employed,Gotham,521.0,34,96581,No,No
Female,47,PhD,124306.0,Employed,Gotham,735.0,25,73067,Yes,Yes
Female,27,Masters,123196.0,Employed,Gotham,435.0,0,25886,Yes,Yes
Female,57,Bachelors,39605.0,Self-Employed,Metropolis,827.0,31,50924,No,Yes
Male,26,Bachelors,126185.0,Employed,Gotham,578.0,2,76051,Yes,Yes
Male,34,Bachelors,132756.0,Employed,Metropolis,784.0,8,57521,No,Yes
Male,53,Bachelors,146351.0,Employed,Gotham,845.0,23,15220,Yes,Yes
Female,37,Bachelors,102964.0,Self-Employed,Gotham,544.0,11,52388,No,Yes
Male,22,Bachelors,176889.0,Unemployed,Gotham,317.0,0,75207,Yes,No
Female,34,High School,32420.0,Employed,Gotham,442.0,18,68187,No,No
Male,32,Bachelors,114448.0,Employed,Central City,800.0,7,22322,No,Yes
Male,29,Bachelors,119897.0,Employed,Gotham,826.0,9,81678,Yes,No
Female,46,PhD,57728.0,Employed,Star City,392.0,20,73207,No,Yes
Male,53,Masters,,Employed,Gotham,682.0,30,21665,No,Yes
Male,45,Bachelors,,Employed,Gotham,578.0,22,29519,No,Yes
Female,49,High School,136716.0,Employed,Metropolis,748.0,33,66185,No,Yes
Female,35,Bachelors,,Unemployed,Metropolis,587.0,2,53575,No,No
Female,24,Bachelors,106992.0,Employed,Gotham,775.0,0,80607,Yes,Yes
Female,57,Bachelors,129259.0,Unemployed,Metropolis,470.0,35,48710,No,No
Female,48,Masters,146185.0,Employed,Star City,824.0,27,41720,No,Yes
Female,41,Masters,130282.0,Employed,Gotham,671.0,14,85004,Yes,Yes
Male,36,Masters,173747.0,Employed,Star City,692.0,13,31284,Yes,Yes
Male,48,Bachelors,127677.0,Employed,Central City,484.0,26,14659,No,No
Male,49,PhD,90049.0,Employed,Metropolis,809.0,32,12962,Yes,Yes
Male,46,PhD,70213.0,Employed,Metropolis,731.0,24,22627,Yes,Yes
Female,54,Bachelors,189183.0,Employed,Gotham,508.0,31,12410,No,No
Female,35,Bachelors,34284.0,Employed,Metropolis,628.0,10,76124,No,No
Female,29,Bachelors,47585.0,Employed,Metropolis,660.0,9,28429,Yes,Yes
Male,35,Bachelors,125131.0,Employed,Star City,743.0,11,97774,No,Yes
Female,22,Masters,37131.0,Self-Employed,Central City,740.0,0,45993,No,Yes
Male,37,Bachelors,73382.0,Employed,Star City,668.0,11,74556,No,Yes
Female,39,Bachelors,194599.0,Employed,Gotham,405.0,15,40740,No,No
Female,28,Bachelors,192008.0,Employed,Gotham,624.0,8,86764,No,Yes
Male,36,Bachelors,117081.0,Employed,Gotham,531.0,11,95973,Yes,Yes
Male,45,Masters,83441.0,Employed,Gotham,548.0,23,14464,Yes,Yes
Male,34,Bachelors,109220.0,Employed,Gotham,616.0,9,56157,Yes,Yes
Female,30,Masters,181714.0,Employed,Metropolis,563.0,8,87694,Yes,Yes
Female,36,Bachelors,42651.0,Employed,Central City,802.0,14,17166,No,Yes
Female,56,Bachelors,162737.0,Employed,Star City,562.0,30,97158,No,Yes
Male,45,Bachelors,36918.0,Employed,Gotham,715.0,26,22646,Yes,Yes
Male,54,Masters,53007.0,Employed,Central City,369.0,26,30310,Yes,Yes
Female,37,High School,55035.0,Employed,Metropolis,533.0,19,44408,Yes,Yes
Female,29,Bachelors,119352.0,Self-Employed,Metropolis,731.0,8,28034,No,Yes
Male,50,Bachelors,106749.0,Employed,Star City,353.0,30,67846,No,No
Male,44,Bachelors,144049.0,Self-Employed,Central City,469.0,15,89903,No,No
Female,52,PhD,118148.0,Employed,Gotham,335.0,29,18253,No,No
Male,35,Bachelors,52211.0,Employed,Metropolis,558.0,19,87177,No,Yes
Male,51,Bachelors,56866.0,Employed,Star City,550.0,28,64918,Yes,No
Male,48,Bachelors,37344.0,Self-Employed,Metropolis,312.0,26,31999,Yes,No
Male,37,Masters,98737.0,Employed,Gotham,840.0,10,97649,Yes,Yes
Female,27,Bachelors,100288.0,Employed,Metropolis,356.0,0,88275,Yes,No
Female,54,Masters,92546.0,Employed,Central City,460.0,32,25443,No,No
Female,39,Masters,137879.0,Self-Employed,Gotham,736.0,14,24741,Yes,Yes
Male,37,Bachelors,40327.0,Employed,Star City,529.0,12,25341,No,Yes
Male,33,Bachelors,57608.0,Employed,Metropolis,492.0,11,99194,No,No
Male,41,Bachelors,189357.0,Employed,Metropolis,656.0,21,91384,No,Yes
Male,50,Masters,118534.0,Employed,Central City,651.0,30,26740,No,No
Female,51,High School,146209.0,Employed,Metropolis,557.0,29,90002,Yes,No
Male,47,Bachelors,48007.0,Employed,Gotham,592.0,28,72485,Yes,No
Male,43,Masters,55257.0,Employed,Metropolis,685.0,25,26979,Yes,Yes
Male,54,Bachelors,115054.0,Employed,Star City,533.0,31,93544,Yes,No
Male,50,Bachelors,59784.0,Employed,Metropolis,595.0,34,24260,Yes,Yes
Male,43,Bachelors,,Employed,Gotham,836.0,16,67180,Yes,Yes
Male,34,Bachelors,74221.0,Employed,Gotham,678.0,5,90824,Yes,Yes
Female,30,Bachelors,51378.0,Employed,Gotham,509.0,13,69785,No,Yes
Male,45,Bachelors,34696.0,Employed,Metropolis,838.0,20,36606,Yes,Yes
Male,36,PhD,123531.0,Employed,Star City,477.0,3,21364,Yes,No
Female,57,Bachelors,64635.0,Self-Employed,Gotham,371.0,33,52791,Yes,No
Female,34,Masters,156489.0,Employed,Metropolis,807.0,16,13953,Yes,Yes
Female,48,Masters,88543.0,Employed,Gotham,521.0,24,34444,No,Yes
Female,58,High School,180279.0,Employed,Central City,527.0,28,37877,No,No
Male,28,Masters,188596.0,Employed,Metropolis,532.0,4,12570,Yes,Yes
Male,29,High School,189626.0,Employed,Gotham,567.0,6,42391,Yes,Yes
Male,58,PhD,41817.0,Employed,Star City,553.0,34,26476,Yes,No
Female,35,Masters,85258.0,Employed,Metropolis,305.0,10,20392,No,No
Female,33,Bachelors,161240.0,Employed,Metropolis,346.0,8,88177,No,Yes
Male,57,Bachelors,152475.0,Employed,Gotham,706.0,37,31087,No,Yes
Male,38,Bachelors,95199.0,Employed,Star City,553.0,13,50509,Yes,No
Female,50,Bachelors,94948.0,Self-Employed,Metropolis,748.0,28,44664,Yes,Yes
Male,48,Bachelors,87782.0,Self-Employed,Star City,358.0,26,35558,No,No
Female,22,Bachelors,,Employed,Gotham,692.0,0,70306,No,No
Female,55,Masters,91599.0,Employed,Metropolis,490.0,29,19302,Yes,Yes
Female,25,Bachelors,46291.0,Employed,Gotham,564.0,3,16354,No,Yes
Female,45,Masters,138945.0,Self-Employed,Central City,442.0,16,99988,No,Yes
Female,42,Masters,117057.0,Employed,Metropolis,545.0,27,34958,Yes,Yes
Male,54,Bachelors,120251.0,Employed,Gotham,515.0,29,87538,No,No
Female,28,Masters,117154.0,Employed,Gotham,736.0,4,45686,No,Yes
Female,22,Bachelors,124535.0,Employed,Metropolis,775.0,2,31508,Yes,Yes
Male,24,High School,194064.0,Employed,Metropolis,683.0,1,88923,Yes,Yes
Male,36,Masters,31573.0,Employed,Metropolis,846.0,12,61610,Yes,Yes
Male,52,Bachelors,38577.0,Self-Employed,Metropolis,714.0,24,89875,No,Yes
Male,37,Bachelors,169784.0,Employed,Metropolis,431.0,15,60258,No,Yes
Female,31,Masters,59948.0,Employed,Star City,697.0,6,31420,Yes,No
Female,50,PhD,107700.0,Employed,Central City,806.0,36,95463,No,Yes
Male,27,Masters,35217.0,Employed,Metropolis,452.0,4,70777,No,No
Male,50,Masters,90178.0,Employed,Gotham,,18,53419,Yes,No
Female,38,High School,115062.0,Employed,Metropolis,529.0,19,48880,Yes,Yes
Male,43,Bachelors,126806.0,Self-Employed,Metropolis,703.0,16,77618,Yes,Yes
Male,45,Masters,187481.0,Employed,Metropolis,,23,23553,Yes,Yes
Female,38,Bachelors,139657.0,Employed,Metropolis,830.0,21,80539,Yes,Yes
Male,42,Bachelors,97035.0,Self-Employed,Central City,367.0,18,69466,Yes,No
Male,32,Bachelors,123075.0,Self-Employed,Metropolis,397.0,9,45626,Yes,No
Male,28,Masters,170741.0,Employed,Gotham,306.0,9,51243,No,No
Male,26,Bachelors,189634.0,Employed,Metropolis,476.0,9,10726,Yes,Yes
Female,42,Masters,51629.0,Self-Employed,Metropolis,,19,66557,No,Yes
Male,39,Bachelors,121282.0,Employed,Star City,598.0,25,26720,Yes,No
Male,56,High School,76007.0,Self-Employed,Metropolis,528.0,27,95522,No,Yes
Female,41,Bachelors,179200.0,Employed,Central City,569.0,15,40666,No,Yes
Female,36,Bachelors,32039.0,Employed,Metropolis,380.0,12,35161,No,No
Male,26,Masters,136615.0,Employed,Gotham,487.0,8,93834,Yes,Yes
Male,34,High School,33857.0,Employed,Central City,800.0,12,16226,No,Yes
Female,33,Bachelors,121432.0,Self-Employed,Metropolis,786.0,8,86093,No,Yes
Male,42,Bachelors,,Self-Employed,Gotham,787.0,15,14970,Yes,Yes
Male,58,Bachelors,42735.0,Employed,Star City,777.0,30,82358,No,Yes
Female,27,High School,195583.0,Self-Employed,Metropolis,588.0,7,60803,No,Yes
Female,28,High School,76051.0,Employed,Gotham,405.0,4,60472,No,Yes
Female,47,PhD,154822.0,Employed,Metropolis,522.0,29,44558,Yes,Yes
Female,29,Masters,82693.0,Employed,Metropolis,681.0,1,78417,Yes,Yes
Female,30,Bachelors,137942.0,Employed,Metropolis,403.0,9,60106,No,No
Male,48,Bachelors,99152.0,Employed,Central City,413.0,25,15543,No,No
Female,25,Bachelors,,Employed,Metropolis,807.0,0,17130,Yes,Yes
Male,42,Bachelors,59756.0,Employed,Metropolis,354.0,17,61218,Yes,Yes
Male,52,Masters,164966.0,Employed,Gotham,420.0,30,24134,No,No
Female,42,Masters,146412.0,Employed,Metropolis,516.0,19,89875,Yes,Yes
Female,46,Bachelors,134531.0,Self-Employed,Gotham,302.0,20,41186,Yes,No
Male,36,Masters,83214.0,Employed,Metropolis,391.0,16,36813,Yes,No
Female,56,Bachelors,99817.0,Employed,Star City,706.0,38,64552,No,Yes
Male,58,Bachelors,93862.0,Employed,Gotham,740.0,35,51022,Yes,Yes
Male,49,High School,,Employed,Metropolis,731.0,29,84741,Yes,Yes
Male,35,Bachelors,,Employed,Metropolis,360.0,12,16133,Yes,Yes
Female,25,PhD,193380.0,Employed,Gotham,772.0,12,61141,Yes,Yes
Female,41,Bachelors,143084.0,Self-Employed,Star City,546.0,19,69246,Yes,No
Male,55,High School,58333.0,Employed,Metropolis,671.0,35,93724,Yes,Yes
Female,33,PhD,197021.0,Employed,Metropolis,588.0,15,78861,Yes,Yes
Male,54,Masters,154361.0,Self-Employed,Metropolis,323.0,29,15973,Yes,Yes
Female,45,Masters,127330.0,Employed,Gotham,705.0,25,65043,No,No
Male,41,PhD,69288.0,Employed,Central City,607.0,22,81746,Yes,Yes
Male,26,Bachelors,108588.0,Self-Employed,Metropolis,671.0,5,27261,Yes,Yes
Female,59,Masters,145784.0,Self-Employed,Metropolis,514.0,40,92051,No,Yes
Male,51,Masters,62175.0,Employed,Metropolis,561.0,26,47935,Yes,No
Male,45,Masters,38915.0,Employed,Metropolis,645.0,31,91450,Yes,Yes
Female,28,Masters,111658.0,Unemployed,Gotham,712.0,0,10992,Yes,Yes
Female,57,Bachelors,139735.0,Employed,Central City,422.0,31,48540,No,Yes
Male,59,Masters,102454.0,Employed,Metropolis,619.0,31,99318,No,No
Male,37,Bachelors,125973.0,Employed,Star City,636.0,21,36335,Yes,Yes
Male,36,Bachelors,141342.0,Employed,Metropolis,457.0,13,78132,No,No
Male,44,Bachelors,43805.0,Self-Employed,Star City,626.0,18,12949,Yes,Yes
Male,33,PhD,84716.0,Employed,Gotham,364.0,8,31725,No,No
Female,50,Bachelors,163943.0,Self-Employed,Metropolis,668.0,21,40071,Yes,Yes
Female,36,Bachelors,132793.0,Self-Employed,Central City,303.0,16,35477,Yes,No
Male,50,Bachelors,67375.0,Self-Employed,Metropolis,359.0,30,62636,No,No
Male,42,PhD,140415.0,Employed,Gotham,344.0,21,81126,Yes,No
Male,36,Bachelors,184220.0,Self-Employed,Star City,842.0,11,50005,Yes,Yes
Male,35,Masters,35834.0,Employed,Metropolis,455.0,19,88165,Yes,No
Female,37,Masters,72680.0,Employed,Gotham,363.0,18,75601,Yes,No
Male,36,Bachelors,158802.0,Self-Employed,Star City,720.0,7,22894,Yes,Yes
Male,25,Bachelors,33399.0,Employed,Central City,622.0,2,79300,Yes,Yes
Female,48,Masters,182834.0,Employed,Star City,408.0,21,29177,Yes,No
Male,44,PhD,135908.0,Employed,Metropolis,762.0,27,15477,Yes,Yes
Female,50,Masters,106493.0,Employed,Gotham,846.0,26,88181,No,Yes
Male,30,Bachelors,136035.0,Employed,Star City,550.0,2,76951,Yes,Yes
Female,28,Masters,189412.0,Employed,Gotham,809.0,5,72649,Yes,Yes
Female,25,Bachelors,156766.0,Employed,Star City,847.0,9,48192,Yes,Yes
Female,26,Bachelors,122674.0,Self-Employed,Metropolis,740.0,7,16207,Yes,Yes
