gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Male,63,40368,Bachelor,631,32,141160,1
Female,27,31628,High School,393,18,388944,0
Female,24,41387,Master,807,16,191573,1
Male,56,51087,Bachelor,588,25,130071,1
Female,63,32264,High School,528,21,168284,0
Male,60,38831,Bachelor,712,33,178066,1
Female,42,47734,Bachelor,628,21,447196,1
Female,36,35368,Bachelor,378,8,407276,0
Female,61,33575,Bachelor,585,22,146774,0
Male,57,64903,High School,568,24,303350,1
Male,37,49970,Bachelor,717,8,426281,1
Male,46,38400,Bachelor,626,5,383815,0
Male,22,72738,High School,790,30,463010,1
Male,47,63305,Bachelor,666,35,145526,1
Female,45,61746,High School,737,28,37417,0
Female,56,53755,PhD,584,4,108635,0
Female,69,49142,Bachelor,442,14,99307,0
Female,66,78032,Bachelor,471,20,131414,0
Male,62,58610,High School,475,16,369779,0
Male,57,33917,Master,431,27,275539,0
Male,45,32167,Bachelor,382,24,436157,0
Female,43,40843,High School,557,1,377265,0
Male,18,68436,High School,492,18,163090,1
Male,28,50476,Master,756,37,24240,1
Female,18,49980,Master,355,29,262411,0
Female,62,46859,High School,383,29,427206,0
Male,31,66239,Bachelor,629,37,351123,1
Male,38,49438,High School,549,36,281308,1
Male,18,58689,Master,749,32,272228,1
Female,31,46917,Bachelor,462,32,269815,0
Female,27,58024,Master,793,11,229974,1
Female,43,47288,Master,801,8,307460,1
Female,52,76887,Bachelor,524,19,402632,0
Female,37,43050,Master,653,24,413963,0
Female,20,43175,High School,312,20,456871,0
Male,42,42355,High School,647,29,301433,0
Male,67,46030,PhD,810,30,232054,1
Male,41,50705,High School,429,5,144336,0
Female,68,47174,Bachelor,454,16,364410,0
Female,23,57314,High School,557,36,27189,0
Male,19,30678,High School,357,17,371952,0
Male,47,57593,Bachelor,686,22,305055,1
Female,69,51782,Master,677,21,27420,1
Female,21,57547,Bachelor,406,3,320634,0
Female,51,39222,Bachelor,596,13,6050,0
Male,37,54805,Bachelor,730,8,330410,1
Female,52,104216,High School,813,38,421899,1
Female,67,37545,Master,556,4,388064,0
Female,67,56320,PhD,539,27,474950,0
Female,35,48498,PhD,622,8,460048,0
Male,54,30999,Bachelor,374,5,62742,0
Male,22,71016,Bachelor,544,35,235087,1
Female,32,53868,High School,699,37,288320,1
Female,57,24482,High School,356,2,57860,0
Female,51,70825,High School,816,1,348712,1
Female,57,49138,High School,626,3,340129,1
Female,55,31008,Bachelor,466,21,435575,1
Female,36,23077,High School,394,5,321536,0
Female,60,40108,PhD,561,23,171725,1
Female,38,53610,High School,793,35,426757,1
Male,21,27621,High School,366,29,190877,0
Male,38,52821,PhD,381,18,178019,0
Female,48,38984,High School,346,20,329420,0
Male,69,41624,Bachelor,832,12,169696,1
Male,43,49284,Bachelor,714,30,478743,1
Male,27,45198,High School,747,24,436702,1
Male,25,26737,High School,484,0,31415,0
Female,35,23432,Master,433,23,107495,0
Female,69,39776,Master,332,24,204271,0
Female,35,49774,PhD,472,22,73289,0
Female,30,62504,High School,330,28,367189,0
Male,19,75704,High School,443,9,363356,1
Male,27,63840,Bachelor,394,34,499403,1
Male,66,38979,High School,779,10,276347,1
Male,66,80780,High School,485,27,479386,1
Female,62,51736,High School,620,27,227220,1
Female,57,48660,Bachelor,837,20,257271,1
Female,31,59441,High School,451,27,287083,0
Male,20,31233,High School,664,23,320303,0
Female,61,39189,Master,545,20,195123,0
Female,18,74289,Bachelor,519,25,288726,0
Female,32,61365,Bachelor,493,28,6625,0
Male,62,53221,High School,445,24,82337,0
Female,51,47411,Bachelor,322,7,41083,0
Female,53,51221,High School,819,24,288867,1
Female,69,30694,Bachelor,738,29,129281,1
Female,56,44862,Bachelor,788,28,77249,1
Male,27,54374,High School,601,1,62446,0
Female,30,62429,Master,696,3,298334,0
Male,48,29793,Bachelor,308,29,452889,1
Female,42,62577,PhD,370,26,301521,0
Female,38,47791,Bachelor,520,39,412498,0
Female,63,21620,High School,538,26,256055,0
Female,25,62245,High School,491,33,153726,0
Female,25,47936,Bachelor,633,19,198088,0
Male,35,48893,Bachelor,818,39,380329,1
Female,65,30920,PhD,638,38,270740,0
Female,34,15528,High School,552,35,443331,0
Female,56,51836,Master,319,1,413566,0
Male,27,54366,Bachelor,313,31,305683,0
Male,29,61025,Bachelor,397,31,251199,0
Female,22,42480,High School,678,35,471788,0
Male,37,36216,High School,834,18,45572,1
Female,59,46970,Bachelor,403,35,9195,0
Male,49,49880,Master,662,5,382287,1
Female,54,33347,High School,657,33,433125,1
Male,51,62196,Bachelor,429,37,472122,0
Male,54,58303,Master,536,9,474803,0
Male,44,74478,Bachelor,771,19,171670,1
Male,24,73966,Bachelor,308,39,471100,0
Male,33,39887,High School,404,20,322357,0
Male,32,39711,Master,317,33,468502,0
Male,18,43482,Bachelor,598,30,7901,1
Male,35,37193,High School,366,6,209665,0
Female,36,58469,Master,700,23,80225,1
Female,42,29541,High School,803,20,280712,0
Female,18,15000,Master,722,29,403061,0
Female,49,29466,Master,834,3,344904,0
Female,49,65430,High School,451,26,406142,0
Female,58,47513,High School,496,14,94766,0
Male,59,40038,Master,442,38,298080,0
Male,27,55663,Master,491,18,361200,1
Male,64,63086,Bachelor,528,38,356124,1
Female,56,58275,Bachelor,552,34,119231,0
Male,48,54555,Bachelor,689,3,142580,1
Male,38,60725,Bachelor,382,16,440570,0
Male,18,32933,High School,332,6,26959,0
Male,56,69159,Master,356,36,100050,0
Female,41,30777,High School,483,8,14488,0
Male,50,39628,Bachelor,659,14,476054,0
Male,43,83847,Bachelor,483,17,347657,0
Female,54,35273,Bachelor,418,35,375621,0
Female,40,55227,High School,566,21,70663,0
Female,36,27238,High School,330,17,23229,0
Male,35,23255,Bachelor,469,11,333853,0
Male,63,59452,High School,774,17,175329,1
Male,50,47695,High School,338,38,36762,1
Female,28,44782,Bachelor,375,15,59556,0
Male,28,49657,PhD,334,35,121668,0
Female,49,77003,Bachelor,841,17,474806,1
Female,52,56692,Master,313,27,211853,1
Female,46,52130,Bachelor,835,26,395218,1
Male,20,40004,High School,321,35,251856,0
Female,36,63777,Master,731,12,431794,1
Female,21,58623,Bachelor,458,13,172825,0
Male,52,48182,Bachelor,814,24,130186,1
Female,52,51859,Bachelor,755,12,346574,1
Female,62,34819,Master,460,29,173364,0
Male,28,47917,High School,480,18,62413,0
Male,36,71384,High School,575,16,219131,1
Female,63,48588,Bachelor,387,7,99056,0
Female,67,35794,High School,524,29,9707,0
Male,69,79471,High School,793,3,87916,1
Female,68,56844,Master,829,19,136198,1
Female,42,50888,Bachelor,614,18,458618,1
Female,37,26500,Bachelor,659,13,339245,0
Female,38,64668,Bachelor,621,27,63370,0
Male,28,17436,Bachelor,444,16,191507,0
Female,33,64911,High School,656,28,104479,1
Female,43,43341,Master,419,18,34899,0
Male,27,41804,Bachelor,689,34,129929,1
Female,24,58479,High School,840,38,198927,1
Female,22,73314,High School,626,3,187249,1
Female,18,80382,Master,374,13,27724,0
Female,47,39377,Bachelor,761,35,282121,1
Male,57,26408,High School,497,26,473568,0
Male,41,46196,Bachelor,445,33,25583,1
Female,62,51011,High School,550,0,199325,0
Male,37,26660,Bachelor,422,21,116007,0
Male,44,54961,Bachelor,815,0,239389,1
Male,55,38905,High School,804,20,340459,1
Female,66,46995,High School,375,28,151209,0
Female,32,44405,Bachelor,824,31,413357,1
Male,42,47934,High School,794,20,215545,1
Male,64,50307,Bachelor,713,39,181410,1
Male,55,73568,Bachelor,813,6,274242,1
Male,24,49841,Bachelor,730,13,52291,1
Male,50,58562,Bachelor,547,13,164960,0
Male,28,56493,High School,323,33,359384,1
Male,62,51264,Master,482,8,226835,0
Female,30,49027,Bachelor,323,3,190831,0
Female,69,34958,High School,579,7,456485,0
Female,65,44770,High School,575,19,275715,0
Female,21,65682,High School,644,35,60860,1
Male,65,56771,Bachelor,748,15,119271,1
Female,66,29230,High School,668,1,252437,0
Male,47,46244,Bachelor,527,22,359200,0
Female,65,65960,Bachelor,548,10,230645,0
Female,52,65668,Bachelor,483,32,483141,0
Male,38,45957,High School,690,25,51965,1
Male,20,57187,Master,664,36,106500,1
Female,23,46718,Bachelor,300,25,275003,0
Female,56,41962,Bachelor,793,1,139699,0
Female,56,37600,High School,356,4,107085,0
Female,62,48859,Bachelor,709,29,13354,0
Female,20,70540,High School,587,18,374060,0
Male,33,65749,Master,432,1,497738,0
Male,28,72384,Bachelor,363,12,168419,1
Male,69,61531,Bachelor,641,34,179362,1
Male,25,57306,High School,300,28,120344,0
Male,43,66281,Master,429,38,480868,1
Male,68,15000,Bachelor,502,8,296501,1
Female,63,56450,High School,305,7,43150,0
Male,27,87148,High School,503,19,161737,1
Female,50,50583,Master,398,26,112145,0
Female,68,72247,High School,755,30,338836,1
Female,51,50054,High School,828,5,234573,1
Female,46,46284,PhD,489,9,158783,0
Female,36,46197,Master,305,38,64314,0
Female,42,69691,Bachelor,470,32,465860,0
Female,39,54167,Bachelor,422,17,262702,0
Female,44,41383,High School,838,9,471546,0
Male,56,62550,High School,627,21,55793,1
Male,59,59320,Bachelor,406,3,43864,0
Female,55,36631,High School,340,20,487915,0
Female,32,31729,Bachelor,622,20,312135,0
Male,44,60000,High School,628,26,94589,1
Female,34,50149,High School,541,21,58161,0
Male,18,42243,Bachelor,502,30,408333,1
Female,24,51422,Bachelor,612,24,218313,0
Female,58,60742,High School,493,25,212864,0
Female,58,15000,Master,673,7,181854,0
Female,36,44658,PhD,455,12,282894,0
Female,34,56784,High School,415,22,458299,1
Male,24,71380,High School,835,38,316862,1
Female,63,49125,High School,784,12,425400,1
Female,49,74907,Bachelor,575,26,65198,0
Male,56,77966,Bachelor,514,25,58989,1
Female,42,58268,High School,832,23,364699,0
Male,42,47896,Bachelor,717,35,185257,1
Male,34,70316,High School,431,38,421396,1
Male,28,80148,PhD,627,15,87368,1
Female,37,52462,Master,415,37,327620,0
Male,53,57955,Bachelor,678,23,222923,1
Female,55,45232,Bachelor,452,34,282891,0
Female,23,61396,Bachelor,369,21,386710,0
Female,58,29979,High School,842,1,251417,1
Male,61,62271,Bachelor,395,8,483244,0
Male,20,45417,Bachelor,568,28,304918,1
Female,58,71098,Bachelor,834,22,471155,0
Female,62,26863,High School,488,17,238613,0
Male,44,46476,High School,794,12,113576,1
Female,20,37091,PhD,689,4,323536,0
Male,27,59783,PhD,406,23,51202,1
Female,27,24701,High School,394,3,347275,0
Male,48,52434,Master,844,24,267472,1
Male,23,56819,High School,415,0,9551,0
Male,41,52595,Bachelor,417,6,58881,0
Male,55,57144,Bachelor,741,20,336896,1
Female,65,56147,Master,396,19,399388,0
Male,32,49053,Bachelor,803,7,269219,1
Female,32,71836,High School,742,11,489483,1
Male,20,43517,Bachelor,788,27,152809,1
Male,51,55161,Master,321,7,321639,0
Female,64,37272,Bachelor,557,24,446635,0
Male,36,46790,High School,782,18,131636,1
Female,47,80315,Bachelor,511,18,20944,0
Female,51,42208,High School,495,30,9942,0
Male,69,44283,High School,535,4,295514,1
Female,38,39871,High School,826,15,223227,1
Female,20,45318,PhD,334,15,131654,0
Male,50,50141,High School,342,36,180084,1
Female,34,60394,Bachelor,799,4,322307,0
Female,51,50663,High School,525,34,35437,1
Male,57,24950,High School,335,30,164010,1
Female,65,36248,High School,461,1,114765,0
Male,51,59013,Bachelor,531,15,419036,0
Female,36,47348,High School,415,31,42484,0
Male,18,21699,High School,564,22,283193,1
Female,24,46314,Master,324,13,432232,0
Female,39,41152,Bachelor,419,22,54284,0
Male,50,71444,High School,780,30,459251,1
Female,54,45662,Bachelor,836,38,344227,0
Male,67,33172,Bachelor,831,30,486974,1
Female,23,58877,Bachelor,412,24,256071,0
Male,20,71438,High School,696,18,397471,1
Male,67,34182,Bachelor,410,9,353180,0
Female,52,68121,Bachelor,472,29,422179,0
Male,33,65059,Master,373,27,102926,0
Male,64,46378,PhD,819,29,472678,1
Female,43,70134,High School,778,2,155091,0
Female,51,55743,High School,813,7,487695,1
Male,52,57120,Master,368,2,148524,0
Male,54,35930,High School,746,16,183883,1
Male,57,57833,High School,470,18,221520,0
Female,58,50503,High School,777,25,188702,0
Male,60,46252,Bachelor,428,24,101900,1
Male,63,53083,High School,756,16,215295,1
Male,22,41005,High School,732,2,188239,1
Female,67,49096,Bachelor,404,12,14611,0
Male,35,38294,High School,491,29,374769,1
Male,66,34338,Bachelor,377,17,66484,0
Female,58,66147,High School,416,17,90020,0
Male,41,42163,PhD,785,29,135617,1
Female,47,66422,Bachelor,412,29,162863,0
Male,32,44746,Master,576,16,190199,1
Female,35,64087,Bachelor,586,11,36317,1
Female,33,31490,Bachelor,772,32,237767,0
Male,35,42518,High School,702,31,34654,1
Male,44,64434,Bachelor,534,1,284741,0
Female,18,46585,High School,519,37,468866,0
Female,28,36882,Bachelor,836,35,474015,1
Male,56,36045,High School,762,9,238152,1
Male,27,60694,High School,789,29,105265,1
Female,26,56010,Bachelor,747,11,65972,1
Male,56,54074,High School,705,25,341345,1
Male,34,58284,High School,773,10,305602,1
Male,52,50619,High School,566,30,180271,1
Male,52,77619,Bachelor,312,2,322306,0
Female,27,64430,High School,764,4,327516,0
Male,69,53116,High School,420,36,13615,0
Male,50,25003,Master,321,21,435896,0
Female,32,28700,High School,367,24,455117,0
Female,26,69394,Bachelor,465,9,469863,0
Male,26,39065,Bachelor,375,3,163829,0
Male,44,49035,Bachelor,768,14,410273,1
Female,39,52373,High School,478,13,181835,0
Male,56,50504,Bachelor,446,4,268300,0
Female,59,31232,High School,607,38,198555,1
Male,62,60132,High School,740,25,413527,1
Male,49,40446,Bachelor,523,25,177274,0
Male,57,61915,Bachelor,722,11,59670,1
Male,34,47332,Bachelor,630,34,123313,1
Male,18,58730,High School,740,37,373433,1
Male,63,63626,PhD,762,31,41148,1
Female,64,43487,Bachelor,328,38,345905,0
Male,31,67027,High School,347,34,204384,0
Male,48,68313,High School,486,6,24389,0
Male,25,55036,High School,311,11,494877,0
Male,30,34495,Bachelor,305,14,481045,1
Female,22,71173,Bachelor,567,4,367863,0
Female,45,61404,Master,487,17,97868,0
Male,21,39319,High School,503,2,167804,1
Male,65,59875,High School,739,12,488885,1
Female,46,44691,High School,658,31,492232,1
Male,59,44022,Bachelor,798,37,241703,1
Male,61,45945,Bachelor,493,0,51606,0
Female,28,37451,Bachelor,845,3,494666,0
Female,49,15000,High School,628,8,345359,0
Male,60,50166,Bachelor,771,3,360793,1
Male,31,36970,High School,537,1,149675,0
Female,20,65244,Bachelor,790,37,80382,1
Female,24,37959,Bachelor,516,5,347389,0
Male,45,59167,High School,492,9,120614,1
Male,63,80510,Bachelor,806,1,421326,1
Female,63,53440,Bachelor,638,18,16214,1
Male,50,36825,Bachelor,659,12,349779,1
Female,35,43728,Master,780,23,70857,1
Female,46,68448,Bachelor,698,27,285916,1
Female,38,38250,Bachelor,333,22,35864,0
Male,51,40481,High School,833,2,349435,1
Female,48,77143,Bachelor,569,37,255130,1
Female,61,45931,Master,834,5,205150,0
Male,31,64977,Master,433,13,89444,0
Female,35,37292,Master,629,34,80896,1
Female,62,44140,Bachelor,711,24,18512,0
Male,62,52857,High School,630,35,493403,1
Female,55,69235,PhD,767,5,476706,1
Male,43,60858,High School,417,5,15227,0
Male,42,48235,Bachelor,844,38,446081,1
Female,19,36749,Master,722,28,173417,1
Female,50,56603,Master,842,29,220222,1
Female,61,80347,High School,818,0,413395,1
Female,39,46142,Bachelor,332,4,217733,0
Female,54,81793,Bachelor,649,27,477818,0
Male,60,50510,High School,413,35,136975,1
Male,57,66861,High School,328,6,180060,0
Female,38,50808,Master,554,33,88910,0
Female,19,40604,High School,622,28,69720,0
Male,48,27219,High School,580,39,71136,1
Female,23,46330,Master,335,31,266263,0
Female,23,67676,High School,840,10,43406,1
Female,46,32198,High School,658,23,447423,1
Male,40,41262,Bachelor,564,29,251854,1
Male,64,58182,High School,385,20,440999,0
Male,51,53031,Master,809,33,343024,1
Male,54,52864,High School,542,2,45024,1
Female,24,51291,High School,801,0,145331,0
Female,68,52245,High School,732,5,307345,0
Female,22,24136,Master,666,7,440654,0
Male,64,44052,Master,674,7,377760,1
Female,65,62171,Bachelor,501,18,39175,0
Male,47,64293,High School,512,19,218143,1
Female,20,51456,Master,402,39,414048,1
Male,32,44737,High School,758,19,56946,1
Female,25,64028,PhD,413,2,177679,0
Female,48,22005,Bachelor,631,17,59685,0
Female,40,52991,Bachelor,479,27,111050,0
Female,33,71129,High School,768,36,225969,0
Female,32,66890,Master,719,30,231811,0
Female,43,87732,High School,597,5,373406,1
Female,60,45951,High School,566,22,86058,0
Female,66,62737,High School,576,24,357060,0
Female,54,41774,High School,380,33,266234,0
Male,46,60156,High School,609,39,143591,1
Male,65,60007,Bachelor,728,25,145911,1
Male,36,44602,Master,826,37,426072,1
Male,26,35709,High School,594,3,277910,0
Male,49,43250,Bachelor,311,18,358242,0
Male,37,59125,Bachelor,414,15,377783,0
Female,61,63349,High School,619,15,156097,1
Female,28,49544,PhD,647,12,46273,0
Male,51,71524,Bachelor,471,11,158945,1
Male,49,41737,PhD,631,2,160282,0
Female,66,81466,Bachelor,846,15,285299,1
Female,18,41326,Master,643,12,69960,0
Female,56,76690,Master,606,33,43612,0
Female,49,62825,Bachelor,794,1,101083,1
Male,21,37224,High School,700,23,298713,1
Male,21,63424,High School,829,1,320647,1
Female,64,34757,Bachelor,705,21,317150,0
Male,40,63826,High School,625,33,101905,1
Male,42,46179,Master,427,28,29013,0
Female,53,48750,High School,789,12,438750,1
Female,69,60207,Master,641,30,384936,1
Female,52,45742,High School,445,32,443856,0
Female,36,59302,Master,778,18,271899,1
Male,38,51121,Master,669,1,352122,1
Female,37,84823,Master,677,26,146417,1
Female,32,23407,Master,440,7,107118,0
Male,61,61637,Master,535,33,253244,1
Female,49,47645,Bachelor,366,28,199143,0
Female,50,50897,High School,546,23,157996,0
Male,22,39304,High School,333,5,173216,0
Female,64,66512,Bachelor,396,36,404103,0
Female,23,36001,Bachelor,415,5,142492,0
Male,51,53740,Bachelor,311,28,429269,0
Female,18,50634,Bachelor,687,3,424956,1
Female,60,49587,Bachelor,619,12,329104,0
Male,32,53770,High School,749,37,407954,1
Male,56,82680,High School,362,23,71861,1
Female,61,41360,Bachelor,614,14,404183,0
Female,18,34713,Bachelor,403,26,91914,0
Female,36,54360,High School,493,16,325589,0
Female,39,45707,Master,742,23,403487,0
Male,43,44875,High School,721,7,82540,1
Male,23,72675,Bachelor,457,17,95306,0
Male,19,55533,Master,417,30,420741,0
Female,64,57364,High School,828,13,241296,1
Male,63,46756,Master,805,22,352969,1
Female,57,39580,High School,390,29,191823,0
Female,52,54949,High School,610,5,97365,0
Male,67,79365,High School,835,0,194552,1
Male,30,51986,High School,416,37,14863,0
Male,38,62654,High School,761,31,25009,1
Female,58,48001,Bachelor,309,5,96171,0
Male,43,71242,High School,764,15,141531,1
Female,21,43383,Bachelor,412,26,459536,0
Male,52,40081,High School,377,10,37428,0
Female,21,59192,Master,562,27,61904,0
Male,62,64358,High School,403,20,396950,1
Female,46,47841,Bachelor,448,5,277289,0
Female,41,53807,Bachelor,518,16,338691,1
Male,40,31165,Bachelor,514,7,22560,0
Female,19,57341,Bachelor,330,13,179063,0
Male,27,43499,High School,839,7,353644,1
Female,56,58569,High School,649,1,465614,0
Male,22,59481,Bachelor,631,24,182544,1
Male,37,26097,High School,821,11,54214,1
Female,20,41126,Bachelor,397,31,460758,0
Male,55,70791,Bachelor,786,11,419610,1
Female,53,60301,Bachelor,531,11,88855,0
Female,53,68333,Bachelor,617,0,285724,0
Male,61,68688,High School,820,8,160803,1
Male,33,61155,PhD,313,5,353774,0
Female,20,41134,Bachelor,582,17,60818,0
Female,46,64960,Bachelor,481,11,34023,0
Female,45,69137,Bachelor,349,26,33823,0
Female,47,58907,High School,596,37,281995,0
Female,59,67901,Bachelor,651,17,76109,1
Male,18,60523,Master,752,9,418530,1
Male,28,57335,High School,389,25,20541,0
Female,25,64583,High School,624,20,99968,1
Female,43,81781,High School,717,9,105104,1
Female,33,61581,High School,712,17,154876,0
Male,44,59426,Master,366,7,351613,0
Male,45,58406,High School,846,27,26931,1
Male,30,65656,High School,672,1,253115,1
Female,58,38958,Master,583,39,20189,0
Male,50,34282,Bachelor,356,29,215460,0
Male,34,34918,PhD,439,38,229890,1
Male,50,23020,Master,797,15,273367,1
Male,65,41720,High School,564,8,39485,1
Female,65,58112,High School,705,5,421231,0
Female,38,72593,Master,379,31,111980,0
Male,62,15000,Bachelor,758,3,186129,0
Male,33,63197,PhD,463,21,125983,1
Female,69,39782,High School,522,27,225396,0
Female,24,28669,Bachelor,722,18,80358,0
Male,48,50929,High School,488,6,430462,0
Male,61,36054,High School,737,26,189457,1
Male,43,50539,Bachelor,710,3,489799,1
Female,33,44298,PhD,480,7,35135,0
Male,33,36938,Master,339,24,218036,0
Female,39,39559,High School,412,24,308230,0
Male,58,82134,High School,594,20,487663,1
Male,64,37919,Bachelor,375,31,56367,0
Female,34,73101,High School,738,17,104189,0
Male,49,75575,High School,693,9,158433,1
Male,42,51945,PhD,437,10,394530,0
Male,41,65371,High School,340,27,296167,1
Male,54,42000,High School,373,25,98415,0
Male,55,45803,Bachelor,634,35,370911,1
Female,26,30847,Bachelor,708,36,323573,0
Male,21,53793,Master,457,3,190384,0
Female,64,59996,Bachelor,554,0,228343,0
Female,48,45946,High School,387,34,97897,0
Female,23,52935,Bachelor,779,33,349721,1
Female,46,26135,Bachelor,717,3,37005,0
Male,62,82127,High School,394,2,15889,0
Female,60,38687,Bachelor,711,5,415607,0
Female,18,23453,High School,412,11,481336,0
Female,26,85486,High School,373,22,168923,1
Female,18,45212,Bachelor,730,15,212498,1
Female,19,46177,Bachelor,335,17,382204,0
Female,66,56708,Bachelor,665,38,436656,1
Female,22,35738,High School,603,8,19105,0
Male,47,40220,Bachelor,499,35,313889,1
Male,53,61253,High School,520,31,151819,1
Male,65,15000,Bachelor,356,19,391743,0
Female,69,66564,Master,626,18,324553,0
Male,28,65450,Bachelor,749,19,446985,1
Female,35,55142,High School,374,16,163996,0
Male,51,39178,High School,670,17,120547,1
Male,65,60719,Bachelor,382,11,399980,0
Male,23,49771,Master,585,8,71074,0
Male,42,60608,Master,450,36,84687,1
Female,42,43321,Master,321,2,97566,0
Male,25,41170,High School,553,28,196192,1
Female,42,25454,Bachelor,640,34,97978,0
Male,69,41970,High School,669,29,337559,1
Male,36,101325,High School,436,20,127495,1
Female,64,51935,Master,815,36,266853,1
Female,63,43773,Master,731,20,11657,0
Female,50,36281,High School,727,33,46464,1
Female,55,54520,High School,803,11,182017,1
Female,67,49827,Bachelor,384,19,320442,0
Male,44,66354,High School,419,37,103141,1
Female,47,37118,High School,410,16,157351,0
Female,48,67184,High School,464,23,154863,1
Female,50,44627,Master,696,0,407714,0
Female,43,64369,PhD,700,4,334983,0
Female,67,67779,Bachelor,584,35,489108,0
Female,33,44553,Bachelor,479,14,180285,0
Male,68,66211,High School,436,22,38294,1
Female,43,46400,High School,464,19,350215,0
Female,67,32652,Bachelor,652,22,50189,0
Male,61,70539,Master,331,31,16010,1
Male,48,32709,High School,634,37,386268,1
Male,48,60817,Bachelor,336,27,291607,0
Male,52,76053,Bachelor,705,2,329431,1
Male,21,51334,Bachelor,756,20,343163,1
Male,54,39523,High School,636,7,241655,1
Female,25,42311,High School,502,11,144269,0
Male,23,32791,PhD,528,28,131126,0
Female,33,52052,High School,397,10,415652,0
Male,33,38918,High School,621,13,462158,0
Male,66,49182,Master,407,6,189317,0
Male,61,63107,High School,387,39,418893,1
Female,31,15000,High School,804,8,190846,0
Male,63,24258,Bachelor,669,26,233267,1
Male,23,40927,High School,617,22,270536,1
Male,35,51669,High School,757,20,152977,1
Male,49,86200,Bachelor,643,23,451670,1
Male,60,50123,Bachelor,735,11,133463,0
Male,61,56150,High School,484,13,358977,0
Female,50,15000,High School,623,17,483220,0
Male,49,19167,Master,640,36,51929,1
Male,32,29655,Bachelor,707,28,163444,1
Male,53,60517,High School,756,17,232427,1
Male,43,42177,High School,693,23,386845,1
Male,48,57680,Bachelor,412,37,253803,1
Female,20,16062,Bachelor,844,8,190035,0
Male,57,57215,Bachelor,713,2,9718,0
Female,53,57993,PhD,328,24,161929,0
Female,45,69704,High School,738,0,132766,1
Male,47,37117,Master,502,20,327488,0
Male,56,30732,Master,596,11,407153,1
Male,52,52404,Bachelor,366,13,369599,0
Female,43,34081,Bachelor,480,0,410292,0
Female,24,64002,Bachelor,470,8,228166,0
Male,19,33792,Bachelor,441,18,445323,1
Male,46,43147,High School,339,38,470504,0
Female,62,26213,Bachelor,795,19,414558,0
Female,64,47230,Bachelor,496,0,288806,0
Female,38,43021,Bachelor,592,5,180959,0
Male,21,34802,Bachelor,409,35,258066,1
Male,53,51310,Master,476,8,386470,0
Male,31,34531,High School,411,23,138854,1
Female,23,53537,Bachelor,502,35,156366,0
Male,67,58729,Master,307,17,274048,0
Male,36,50752,High School,322,10,471485,0
Female,27,44933,PhD,500,12,421507,0
Male,24,62389,High School,348,20,444095,0
Female,43,63316,Bachelor,653,1,297779,1
Male,62,50357,Bachelor,532,12,127856,0
Male,49,39465,Master,700,7,160077,1
Male,69,52400,High School,587,24,185925,1
Male,33,42605,High School,730,30,201604,1
Male,42,73951,Master,745,22,363063,1
Male,41,87666,High School,477,28,290533,1
Male,58,53220,High School,421,20,438697,1
Female,41,51722,Bachelor,778,20,340829,1
Female,62,44552,High School,323,18,497317,0
Male,19,50989,Bachelor,412,1,71942,0
Female,21,44693,Master,351,5,478397,0
Female,68,43090,Master,469,23,480696,1
Male,43,56936,Bachelor,549,13,484597,0
Female,27,41645,High School,463,4,133405,1
Male,50,55619,Bachelor,566,24,265717,1
Male,53,39187,Master,673,33,389966,0
Female,33,66155,Bachelor,678,9,14937,0
Male,56,59940,Bachelor,448,16,144891,1
Female,38,67471,High School,615,19,24570,0
Female,22,44554,High School,847,12,490593,1
Female,62,41149,Bachelor,465,32,361053,0
Female,65,31475,High School,825,2,314331,1
Female,23,54675,Bachelor,805,13,248705,0
Female,43,62274,Bachelor,705,27,115809,1
Female,36,23835,Master,428,36,188454,0
Female,67,21782,High School,568,15,10928,0
Male,60,43121,High School,698,13,391744,1
Male,32,28605,High School,811,7,340567,0
Female,40,66626,Bachelor,445,31,456340,0
Female,58,53421,Bachelor,750,28,442198,1
Female,36,87053,High School,474,15,52564,1
Male,61,63386,Bachelor,621,39,69989,1
Female,31,37022,Master,301,1,179263,0
Female,66,63474,Bachelor,767,1,102426,1
Female,35,27280,Master,566,14,249710,0
Female,38,54136,High School,470,5,488695,0
Female,42,50280,High School,340,33,131955,0
Female,20,62157,Master,427,27,254225,1
Female,34,48297,High School,450,6,467082,0
Male,32,45305,Bachelor,541,11,170280,1
Female,31,23466,High School,365,25,341505,0
Male,52,43403,High School,537,24,17349,1
Female,53,33002,Bachelor,458,7,58107,0
Male,32,53288,High School,390,21,455883,1
Female,39,57547,High School,673,6,73812,1
Male,66,53638,PhD,845,6,140396,1
Male,30,47607,Bachelor,790,27,130119,1
Female,33,57375,High School,563,38,237082,0
Male,34,46887,High School,350,36,225927,1
Female,34,46032,High School,551,19,82908,0
Female,23,45482,High School,678,22,85411,1
Female,54,62156,Bachelor,722,26,145290,1
Male,45,61338,High School,727,4,191050,1
Male,41,46517,Bachelor,461,14,24761,0
Male,25,53608,Bachelor,354,18,79980,1
Female,41,58072,Master,712,13,231953,0
Female,21,29761,High School,302,6,498473,0
Male,49,70698,Master,792,27,402802,1
Female,69,31989,Bachelor,446,3,400962,0
Female,20,55324,High School,793,33,152697,1
Male,55,76021,Bachelor,481,29,439999,1
Female,41,61556,PhD,684,22,181692,1
Female,44,57970,High School,559,15,230792,0
Male,40,65635,Bachelor,488,37,34220,1
